videoid,conspiracy,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive,var_r,var_g,var_b,var_h,var_s,var_v,var_bright,var_bright_sd,var_contrast,var_colorful,median_r,median_g,median_b,median_h,median_s,median_v,median_bright,median_bright_sd,median_contrast,median_colorful
m7wkMmMlacY,1,0.006876228,0.007858546,0.006876228,0.011787819,0.00589391,0.00589391,0.002946955,0.014734774,0.016699411,0.021611002,9245.35661,8632.59372,5620.553525,2547.334891,11024.48401,5217.099226,8358.686005,302.7263124,3834.667493,1942.440367,28.70863,39.239256,102.492808,109.852948,149.837224,108.401412,42.958058,59.21411633,232,53.65322126
NQvCnh9bfuk,1,0.0176,0.0176,0.0064,0.0224,0.0128,0.0144,0.0112,0.0192,0.024,0.0272,902.0935776,1145.432131,1023.160529,94.60002779,1388.615226,928.8884246,1043.182682,151.4569723,1419.978251,158.6117197,124.59288,106.801476,103.828636,74.459012,93.315724,138.476736,112.119856,73.46918374,231,61.95659819
AhAs_h0omrI,0,0.007912957,0.00956149,0.003956479,0.01153973,0.004945598,0.008242664,0.002307946,0.013847676,0.017474448,0.020441807,10.280222,11.00167882,9.97616425,23.34315908,1.978771781,10.36381256,10.58329933,0.8182797,1.20140895,1.032979469,133.8794,118.952692,95.084392,40.509844,73.817524,133.976264,120.73198,62.84674646,209,34.10464375
GZPJV4ARfhE,0,0.01010101,0.014141414,0.008080808,0.016161616,0.004040404,0.018181818,0.004040404,0.026262626,0.024242424,0.036363636,16.25214637,30.22325516,172.41316,31.98874377,78.42928729,120.778829,12.7989999,6.04651587,186.5933141,16.80012704,56.639912,40.974724,39.895352,51.393216,148.2144,64.18382,45.481988,49.43298601,193,42.04191099
MBTBFZ0_Jek,1,0.003801624,0.008467254,0.003456022,0.005184033,0.006393641,0.004838431,0.003283221,0.009676862,0.008121652,0.016243304,180.224137,96.47349229,74.85657479,124.7125614,171.1748239,114.0891687,111.2979253,30.21133173,223.7648598,40.63970019,69.23524,71.568728,83.388712,99.65992,94.61846,90.420134,72.200362,53.96248419,213,36.45546502
CUIXYlf8euY,1,0.004731537,0.006583008,0.002262909,0.005554413,0.005348694,0.004525818,0.003291504,0.010697387,0.01008023,0.015223205,700.9385739,977.5209044,1178.15649,82.90749053,581.1406164,699.3145161,907.4743853,32.61667665,185.1992812,65.67238154,107.336824,81.443368,67.359616,22.731164,115.038496,109.242676,87.573472,54.33998558,203,40.99019431
bIeoSqpbj9Y,1,0.005649718,0.007123557,0.005649718,0.011299435,0.003438958,0.006632277,0.004912798,0.010562515,0.015720953,0.015229673,1455.213062,1560.653034,1319.801587,248.8588178,435.825138,1304.332953,1501.241524,136.6112742,381.7212833,9.455042421,44.043108,39.51891,54.016204,106.749724,105.38654,61.060796,42.522776,35.64607864,136,32.8121908
8TxzT8OyVYk,1,0.010360963,0.011697861,0.006350267,0.012700535,0.009358289,0.008355615,0.004679144,0.023729947,0.019719251,0.031082888,1965.703137,2264.465902,2401.385869,1370.247723,2564.823452,2134.134038,2098.968541,673.4328213,2307.52098,494.3270236,93.432492,86.403426,92.106608,55.87816,54.384512,107.686172,88.444332,60.60863992,215,30.84144969
JkHOjOF8Ey8,0,0.008036739,0.006888634,0.006888634,0.011481056,0.005740528,0.006888634,0.003444317,0.008036739,0.017221584,0.019517796,10.85976379,6.322409998,5.542810124,4.686823853,18.4502068,10.77903494,6.173920441,1.626592887,7.035643694,4.047924945,85.727414,64.122502,55.727446,29.183976,128.904708,86.104064,69.70181,58.0935261,172,40.48356604
FbnRMCRYrL4,0,0.004854369,0.019417476,0.009708738,0.014563107,0.012944984,0.014563107,0.004854369,0.019417476,0.025889968,0.027508091,24.46997271,19.54546848,19.35922038,17.09610869,20.47069853,25.24827598,20.62062264,4.410934769,36.52061654,5.59041154,86.916198,68.394924,66.245038,64.208016,94.52606,88.351694,73.591882,62.69817485,209.5,32.19495287
HM_aUduXK-U,0,0.004017963,0.005908769,0.003545261,0.006145119,0.00307256,0.005672418,0.002363507,0.008272276,0.012526589,0.014417395,576.3081449,754.8367174,820.6482416,174.8247015,242.0149901,622.8672786,695.0117679,65.77654618,78.13372222,80.06013911,152.109232,140.840624,136.4555,51.77022,44.067296,155.770012,144.109784,71.27931731,232,32.27978861
yz_QttA6DcA,1,0.015197568,0.021276596,0.006079027,0.019250253,0.012158055,0.007092199,0.009118541,0.026342452,0.019250253,0.042553191,2.275008039,2.305916868,2.514879844,10.50013424,13.99982456,2.751634424,2.313367104,4.702476573,71.57073712,0.613341114,20.892908,21.290844,24.809092,111.443364,142.873572,27.031312,21.438036,44.31430439,188,15.15909142
eEup9pErtmM,1,0.003580729,0.006835938,0.002929688,0.007161458,0.005208333,0.004882813,0.003255208,0.013671875,0.010416667,0.018880208,1736.611899,1207.721999,1022.77322,554.03738,3136.148793,1062.527668,1252.960368,96.07382931,138.9128331,212.0612599,68.92043,71.191392,89.542552,97.287484,161.467866,96.142832,69.417314,71.59387504,249,50.80718056
nuHT04RPG-I,1,0.025,0.025,0,0.05,0.025,0.05,0.025,0.025,0.05,0.025,2934.844177,2640.117269,2620.01706,1499.745461,1808.903208,2827.889915,2696.074169,493.7330932,4471.392121,652.0768759,132.781132,126.38556,123.989888,53.9706,27.317124,132.827206,127.50298,62.64228139,208.5,6.632101247
1UtPZxGRZ5k,0,0.015957447,0.034574468,0.010638298,0.034574468,0.015957447,0.021276596,0.010638298,0.026595745,0.04787234,0.050531915,803.0988985,1021.594357,945.9844924,331.6094679,943.3100204,745.6258647,811.0424194,200.9908973,1252.842138,269.166511,108.072976,99.11198,106.22698,95.261296,68.599414,126.154822,101.803176,59.48088203,208,40.59325189
wW7lclOmgzE,1,0.01242236,0.00931677,0.01242236,0.027950311,0,0.031055901,0.00621118,0.01552795,0.059006211,0.02484472,1844.203503,1831.871567,1865.400145,413.997095,820.0508872,1894.586095,1822.25914,247.625503,2988.01652,379.4377048,22.848964,22.844168,22.848964,0,0,22.848964,22.848964,57.29062453,237,0
yNfNSdLKl3U,0,0.012367491,0.014134276,0.007067138,0.010600707,0.008833922,0.005300353,0.005300353,0.01590106,0.028268551,0.040636042,1719.5975,1642.284332,1657.838517,730.5236575,1100.967551,1639.611578,1566.311943,178.7509583,183.023885,995.2028131,109.209228,113.60648,113.530912,68.622696,79.95784,135.375484,110.02446,72.63900937,239,45.1479182
cWT9RRzQpS8,1,0.021297193,0.011132623,0.010648596,0.019361084,0.003872217,0.012100678,0.003872217,0.01500484,0.03339787,0.024201355,2454.382162,2769.364248,2294.661218,1506.336802,1017.151057,2022.772237,2598.079847,201.8434516,1176.420514,221.883956,96.452336,87.633116,99.743672,108.407848,73.31572,110.024376,91.795872,46.55566903,163,31.15668471
OIDOz0My2K8,1,0,0.017241379,0.017241379,0.017241379,0.017241379,0.017241379,0,0.051724138,0.017241379,0.034482759,1633.710395,1514.15242,1497.233478,990.0860946,1629.160962,1785.781793,1479.602268,165.2407544,847.4651509,500.5956474,80.56812,78.418964,70.139002,50.178444,65.619476,88.064654,79.309664,58.80773287,222,34.93359756
zrM33U9ZMaM,1,0.008256881,0.013761468,0.006422018,0.016513761,0.00733945,0.012844037,0.004587156,0.017431193,0.019266055,0.028440367,643.8872456,340.7204666,386.9407293,113.2585248,1220.685183,172.5382515,408.0537035,6.543759537,24.67947909,293.2408429,161.443994,149.539668,136.38489,44.585672,59.751032,165.60181,151.619848,67.06678915,229,45.2861583
u1AQ5EXcJYc,1,0.005347594,0.010695187,0.00802139,0.021390374,0,0.013368984,0.002673797,0.00802139,0.026737968,0.016042781,2850.864194,3361.490077,2940.2353,1049.566789,735.9470091,2821.174781,3118.910319,336.9086999,3071.885793,157.1794008,152.443812,138.736012,140.094912,70.018784,39.76234,153.583984,142.937364,41.77897775,154,28.31539904
U3BRQ7scbqc,1,0.004651163,0.011627907,0.004651163,0.008139535,0.010465116,0.006976744,0.006976744,0.018604651,0.011627907,0.025581395,89.33081219,16.37643761,10.82846608,41.60569567,191.6866752,22.98492737,25.09818905,10.43869674,73.91502642,28.23184041,109.134736,90.7536,94.410628,98.061924,80.254392,117.160172,96.619204,64.66966543,216,45.41348801
r3SoJOloQO0,0,0.00420926,0.010222489,0.003006615,0.013229104,0.008418521,0.009621167,0.009621167,0.017438364,0.015634396,0.025255562,2114.422726,2201.299495,2226.736221,593.8742694,740.7237633,2311.829443,2161.744274,566.3886468,1803.802501,138.2260901,87.286624,80.096376,77.915224,26.341548,27.234148,89.153724,81.935884,68.87265664,221,18.35866166
PExm7I5iCyI,1,0.003614458,0.012048193,0.003614458,0.007831325,0.006626506,0.005421687,0.003614458,0.015060241,0.013855422,0.025301205,287.506404,241.5730794,288.4851227,1342.890239,1547.790937,363.9235754,252.6063668,312.0492602,1404.12261,111.8737146,47.229372,44.96066,44.78214,24.691116,16.443316,48.868648,45.69462,77.88782089,212,16.90469944
CfBhk-9OcrU,0,0.011382114,0.01300813,0.009756098,0.017886179,0.008130081,0.016260163,0.008130081,0.019512195,0.030894309,0.022764228,868.655281,495.5315234,283.876374,2060.338211,246.0980435,826.8770254,565.3476829,48.27568805,514.4561809,125.0063864,45.58614,35.868584,44.177156,130.807804,87.253312,48.095664,39.720392,41.42445991,163,16.33024715
Q30SFMTw1Us,0,0.005884276,0.010787839,0.00621118,0.01242236,0.005884276,0.009153318,0.004249755,0.01471069,0.01471069,0.021575678,9.040265342,10.14251152,7.351758141,1.74049602,5.597696171,10.92204944,8.967935838,1.645427723,13.88222161,2.109366733,80.34243,89.168114,64.07788,49.46099,134.412008,103.657148,83.522968,59.19262642,205,58.42970006
YaOoy8gdFvQ,0,0.009157509,0.003663004,0.009157509,0.014652015,0.003663004,0.012820513,0,0.012820513,0.027472527,0.012820513,5402.044574,3761.524991,3892.38223,884.0759614,5193.564219,3835.185363,3495.253933,396.4912847,2635.244098,847.8260319,122.996266,183.085832,180.833238,61.621854,37.4541,197.606114,145.979606,52.35104288,185,32.30601451
jXHikITwlng,1,0.002729258,0.00518559,0.001637555,0.008187773,0.004366812,0.00518559,0.002456332,0.00900655,0.008460699,0.015283843,144.0186236,89.64226797,127.4155058,26.51118463,488.1153031,147.0739822,94.36325719,32.01383326,384.3714483,292.4826249,99.131432,92.93946,100.122352,82.589652,55.231956,111.457744,95.61722,50.7534617,176,40.06399677
urCWmh5Nhxk,1,0.012931034,0.021551724,0.007543103,0.012931034,0.016163793,0.015086207,0.014008621,0.020474138,0.029094828,0.045258621,852.7931878,977.419256,888.5647254,116.9467958,128.4710972,1136.618723,924.1526903,42.75047278,507.1254961,57.76155568,162.30192,169.63494,156.515204,57.39178,68.301112,184.879288,166.062076,61.2844435,200,55.57838769
KHeg9DDrjMs,0,0.007380074,0.012915129,0.011070111,0.012915129,0.007380074,0.012915129,0.001845018,0.016605166,0.033210332,0.025830258,5.503559519,3.536180739,2.578561113,1.510495679,1.463024104,4.226929022,3.743899998,0.990119192,25.69905109,1.165557707,140.557626,119.815528,100.102366,36.324972,91.43959,144.725878,123.847906,56.72650976,218,48.35099208
EFGdt-WdAiQ,0,0.007662835,0.009099617,0.006226054,0.013409962,0.007662835,0.009099617,0.002873563,0.01197318,0.018199234,0.018199234,543.5336781,509.0874239,666.3775064,271.8386004,517.0778751,638.1796689,488.0490404,13.93829189,295.6882523,148.5768371,91.052528,88.20724,82.13918,62.499728,67.933272,100.13298,88.599416,58.38730548,213,30.59484563
s56zAchvk3w,1,0.010215664,0.011350738,0.005675369,0.014755959,0.004540295,0.006810443,0.007945516,0.01816118,0.023836549,0.028376844,139.6731704,68.32019245,267.9065716,52.77119412,367.3222623,420.1987437,57.8147651,28.41275555,61.92877028,686.2446124,81.424204,70.70772,117.292936,104.588824,188.508996,161.031892,80.951788,65.54784741,247,142.3249567
beDmuDDknNI,1,0.00867052,0.010115607,0.002890173,0.031791908,0.00433526,0.00867052,0.00867052,0.023121387,0.030346821,0.023121387,167.1034257,213.0681195,475.7556791,103.0182893,394.1899734,169.9323365,206.7765837,42.28590598,95.0747658,262.6898826,161.566208,155.403616,149.712176,63.567112,43.88114,167.199992,156.317352,76.66582239,234,39.78335937
IaxoIbXAcKM,0,0.007784855,0.008492569,0.002830856,0.012738854,0.006369427,0.006369427,0.005661713,0.016277424,0.019815994,0.027600849,167.3436055,212.6245754,273.7999979,45.65690137,130.0336068,142.5288757,198.8608896,21.00860756,164.9746686,10.38449293,129.151556,109.583312,86.23336,30.458136,108.319072,133.2007,112.795472,67.0247962,226,46.34270765
8uFf5v8WPyc,0,0.007233273,0.012658228,0.007233273,0.012658228,0.009041591,0.009041591,0.009041591,0.028933092,0.025316456,0.03074141,4091.972852,4528.808023,4127.160452,1342.876313,2596.272847,3621.884575,4230.720944,502.8884437,2876.43067,878.7436745,96.2856,93.317568,100.409916,78.345702,91.171508,114.223256,94.529018,67.66658657,224,42.8989191
KmiOt94WIVU,0,0.007960199,0.009452736,0.005970149,0.017910448,0.007960199,0.011940299,0.0039801,0.016915423,0.022885572,0.026865672,1620.8256,1657.856174,1568.621385,844.8356241,815.5498773,1400.258217,1596.194765,139.7996895,1364.55109,266.2886361,121.747528,108.16048,104.384236,57.91452,58.792884,124.616956,111.745232,64.9143775,225,33.06834248
gzayZJONajg,1,0.007464079,0.009516701,0.005971263,0.011382721,0.005224855,0.006904273,0.003918642,0.014928158,0.018286994,0.024631461,479.9672478,1482.937229,1726.943082,245.8108599,2223.235351,568.5333676,1147.562009,2.610578174,41.1035412,248.9974955,114.39102,67.716536,60.7342,42.918348,157.464452,116.410436,80.860652,67.30614872,235,63.29147556
Leg75TPfLIQ,1,0.007135016,0.007317966,0.004939627,0.011342847,0.004024881,0.007866813,0.002561288,0.009147457,0.016648372,0.016465423,230.689355,239.5793789,462.8004299,218.9315932,244.3470013,227.6975387,239.7838987,191.0050209,301.3883424,57.99586713,111.447876,111.93609,109.177876,79.399326,67.286486,122.993794,107.326344,78.06501604,246,27.59415504
NgMpHu4cfVk,1,0.006963494,0.007807554,0.005908419,0.010128719,0.00506436,0.008018569,0.00379827,0.013082929,0.017725258,0.019413378,430.3722939,371.4535802,251.6600041,63.73743302,500.1093134,258.9151707,367.6954057,16.50782547,97.6976466,73.22122715,116.96874,111.23046,126.089772,98.545332,80.842116,136.462504,114.649368,74.00229263,224,42.91112362
ZS8krIdeibs,1,0.016393443,0.032786885,0.016393443,0.016393443,0.032786885,0.016393443,0,0.032786885,0.016393443,0.049180328,275.6086037,250.973911,430.9065003,536.734949,842.1540381,281.5530085,225.7406458,74.20942191,1446.287094,73.38796533,79.977722,69.134742,69.704876,46.004332,82.585936,87.493994,66.81516,55.79129878,228,34.54069902
eT47ulzfOMo,1,0.002881844,0.009606148,0.00192123,0.005763689,0.004803074,0.002881844,0.003842459,0.011527378,0.008645533,0.018251681,19.30576872,217.3938801,266.8371099,211.7527727,338.58616,150.7083214,132.4687024,65.71808282,100.6817052,10.44257726,110.337364,120.487736,128.254952,91.768196,80.47068,139.378052,118.409128,69.98935992,233,51.4716071
V60ABj75-FQ,0,0.003089598,0.006179197,0.002059732,0.005149331,0.004119464,0.003089598,0.003089598,0.01338826,0.008238929,0.020597322,2420.597577,1694.470825,1827.346165,882.9749001,1067.949467,2282.95176,1770.902656,150.5164469,1022.876041,681.3488093,127.631948,131.957162,137.567894,72.259038,62.525648,153.860614,130.882458,57.88392274,210,40.69725332
LQnmYRWT_bA,0,0.008798333,0.011113684,0.006482982,0.01458671,0.007177587,0.009724473,0.005325307,0.019680482,0.022458903,0.032877981,1373.446031,1404.351775,1561.790803,652.2947152,1310.13042,1491.849512,1361.182457,186.4043501,661.8374523,703.7882686,117.75666,123.99293,131.331408,76.943322,78.942108,146.323012,123.634838,58.49184301,217,56.06558338
itMtCYWkWew,0,0.010446344,0.008547009,0.009496676,0.018043685,0.007597341,0.010446344,0.010446344,0.015194682,0.028490028,0.022792023,1816.147483,1176.013698,1309.797546,323.8958356,2803.819573,1045.973422,1236.000249,59.35499004,561.610946,479.1737479,73.789928,62.740304,105.519868,98.03894,135.349744,119.327584,65.27772,55.97807424,196,91.67279327
1k9LE5az_iY,1,0.012784091,0.017045455,0.0078125,0.017045455,0.017045455,0.006392045,0.004971591,0.027698864,0.022017045,0.037642045,2720.975791,3027.629618,3607.108936,364.9954237,2418.469111,2098.2265,2953.016244,155.3253151,1215.776084,412.9403623,112.38005,105.88015,103.714426,45.84747,109.786166,133.191814,106.6283,62.81390282,212,60.47327933
S6IvJ-odCU0,1,0.008350731,0.020876827,0.006263048,0.016701461,0.014613779,0.010438413,0.006263048,0.027139875,0.022964509,0.03131524,1167.237759,1402.530134,1810.548674,45.99312379,771.9469199,974.1789471,1374.270362,210.5489471,792.9923123,64.82928643,126.01271,119.023504,109.610802,51.916766,83.241676,139.469942,119.960866,50.34030275,199,48.30879713
Jmkk_Do-CxA,1,0.005885408,0.009347412,0.004673706,0.010212913,0.005539207,0.006924009,0.004500606,0.011943916,0.016098321,0.020945127,250.8873015,311.2178894,315.2417537,70.65293293,81.52506818,270.3349589,291.7609474,7.501597649,118.3328816,10.87361882,73.468644,57.81602,58.16692,100.038016,88.625312,76.033292,62.525204,53.77081361,223,30.99796714
udDwhDoEP-o,1,0.008189263,0.011828935,0.008189263,0.010009099,0.008189263,0.006369427,0.007279345,0.013648772,0.016378526,0.021838035,972.6425984,996.6098481,919.2277226,85.92422558,156.7970057,849.3959249,980.091453,108.9328062,145.9779836,6.54462813,215.466852,216.159568,216.915332,50.176388,12.744696,219.955776,216.443896,63.54312314,226,22.780111
40xa6aeUrnk,0,0.009501188,0.014251781,0.004750594,0.011876485,0.014251781,0.004750594,0.007125891,0.023752969,0.026128266,0.033254157,2685.576731,1641.224557,1623.265925,542.5357673,3780.803094,1670.659116,1875.952252,175.1012592,1627.412862,118.2300101,120.121184,113.547702,115.51463,94.176318,51.010432,126.81222,115.808918,60.6805116,225.5,29.92352144
vl6ue4aw9hE,1,0.006026786,0.006026786,0.002455357,0.00625,0.005803571,0.004464286,0.002678571,0.008258929,0.012053571,0.015848214,1389.753678,1398.659929,1098.296964,75.89859498,127.1129426,1526.188655,1361.293811,106.9316963,1656.058041,71.68986666,21.500416,19.333462,24.820246,77.081234,69.388336,26.746102,20.514518,32.38684191,117,14.07483006
JeYBSKIQ1U0,0,0.008393285,0.009592326,0.002398082,0.013189448,0.008393285,0.009592326,0.005995204,0.011990408,0.016786571,0.021582734,934.6785363,939.6642171,1173.836761,1605.459937,2385.256275,1094.806184,941.5262252,232.5765666,1323.435253,215.7004129,29.306554,26.342394,26.909906,42.25358,63.385974,44.067724,26.96638,35.97994562,126,28.30290062
EYzE7oBa0-s,1,0.00310559,0.01242236,0.00621118,0.013975155,0.007763975,0.00621118,0.00621118,0.01863354,0.02484472,0.034161491,308.799182,340.008956,443.2888231,150.1305042,621.7387501,363.6037398,286.8281408,96.18049689,351.8823997,218.5393745,88.206312,108.232656,125.07368,91.18514,85.71652,127.601224,104.020572,67.01488236,196,39.7433663
UxvBa2lUtMM,1,0.005148005,0.012870013,0.006435006,0.01029601,0.01029601,0.007722008,0.003861004,0.015444015,0.011583012,0.023166023,7.927001339,11.37596133,20.36698789,7.108993922,9.618568866,18.84968771,10.06106059,6.541515793,395.6573971,10.45943404,47.348336,61.57996,78.331448,99.307076,159.669036,85.074536,59.22144,47.74047607,193,50.97781667
OW8nv_J9YoQ,1,0.01240458,0.012881679,0.006679389,0.016221374,0.008587786,0.015267176,0.004293893,0.015267176,0.024332061,0.028148855,1259.989451,1040.005124,1096.869156,441.8934294,955.9619217,1262.58737,968.454055,459.082485,1235.480536,318.1330043,91.428552,83.252422,76.38149,59.361408,63.78905,93.69085,84.951006,46.52509829,171,24.1250891
LfOmAJ_ZpTg,0,0.011173184,0.018621974,0.009310987,0.011173184,0.011173184,0.005586592,0.005586592,0.016759777,0.018621974,0.027932961,7612.981115,8166.275039,7306.96822,154.474753,681.1704707,7515.04063,7870.679878,352.1139207,3829.250019,754.8327986,45.683954,35.611026,37.440522,28.602144,65.166466,48.883556,37.392268,44.09012275,146.5,30.27520175
iyFT8qXcOrM,0,0.005508843,0.008408234,0.004059148,0.00985793,0.006958539,0.009278052,0.004639026,0.012467382,0.01623659,0.023775007,514.0096737,448.2879244,458.0548076,17.13138899,210.3301594,510.4505138,466.27359,94.69399155,527.9684593,24.26883572,76.573276,57.337076,58.596296,27.851392,90.328456,78.861928,62.470504,55.50705839,203,37.23061419
TcknRTTR2t8,1,0.00610998,0.015274949,0.00610998,0.013238289,0.010183299,0.00814664,0.00712831,0.014256619,0.019348269,0.027494908,120.7741917,123.9050628,64.27756832,101.0875645,191.1503363,48.79403735,105.8493646,26.25977138,222.6905561,33.28894256,119.891826,107.936962,112.147694,50.246868,77.897576,139.349568,111.983672,68.57505144,213,65.81037205
fbZ1dyulInI,0,0.00508044,0.00677392,0.004868755,0.008467401,0.00508044,0.00677392,0.00254022,0.010584251,0.015664691,0.017569856,158.0198772,99.45106163,11.56257339,26.07103723,1018.255474,98.16365395,92.59333515,7.350198039,30.65601585,336.4834841,127.91527,131.021574,162.760598,87.951744,71.308298,171.73839,133.793898,69.75911866,235,85.75452575
NyFtEHbL-Ec,0,0.008912295,0.008709743,0.008709743,0.01316589,0.005468908,0.009722504,0.005063804,0.011545473,0.018432246,0.019242455,186.9219003,191.431822,143.3493989,96.41801135,250.9452586,202.5123507,177.8407903,25.59572738,92.72627309,100.3599493,115.924388,105.219816,98.522466,51.138022,72.21014,120.383148,108.098824,81.39325747,252,37.98421969
HUr3-W6kFXo,0,0.012626263,0.015151515,0.01010101,0.025252525,0.015151515,0.007575758,0.012626263,0.03030303,0.035353535,0.037878788,1769.265368,2087.144238,805.7082171,380.1460149,2257.020152,1132.412467,1759.264699,255.3652365,985.4017243,754.7349931,79.00804,73.622644,89.422212,95.457924,111.669574,103.258654,75.382586,65.65481334,223,58.69809716
BESMxl9-P9w,0,0.0085796,0.010962822,0.0042898,0.013346044,0.008102955,0.010009533,0.005243089,0.017159199,0.021925643,0.026692088,121.8956256,150.086607,180.7473462,30.1988502,72.64544347,106.7794288,141.227594,8.724696138,147.8149544,5.695544925,120.046622,102.43046,85.398948,27.29335,92.025828,125.01184,105.752908,48.56831583,233,43.8621168
4CJY1fO6h0w,0,0.013824885,0.012288786,0.010752688,0.026113671,0.006144393,0.007680492,0.003072197,0.030721966,0.044546851,0.029185868,1113.844652,1146.500108,1150.03868,220.7885448,264.9288834,1122.027871,1129.408454,59.47790384,1037.214286,95.15971895,90.966008,88.509652,88.833916,60.964832,35.667344,96.9439,89.290796,55.1870612,191,19.70288658
fC0C97klcmc,1,0.004641568,0.009025271,0.004383703,0.008251676,0.004641568,0.006188757,0.003094379,0.01057246,0.01160392,0.016761217,283.7299177,294.3038784,424.0837126,215.1394515,411.7480623,311.3448379,268.9841002,113.5527713,1098.157077,279.1324549,105.725316,95.649464,103.381678,85.435612,83.333952,119.559102,98.488984,59.02329853,189,29.15088713
7Vk5Oikb-70,1,0.012077295,0.017713366,0.003220612,0.024154589,0.00805153,0.011272142,0.004025765,0.023349436,0.023349436,0.033011272,0.696445588,1.07594425,1.282120119,2.538772961,1.970691197,0.321911821,0.964826847,0.978481326,0.145757786,4.90479667,230.137312,233.462382,234.57858,19.252518,7.47822,235.304348,232.619646,49.10585451,226,25.25140022
hCSaiZkMYLE,1,0.01084991,0.014466546,0.001808318,0.021699819,0.001808318,0.007233273,0.003616637,0.023508137,0.023508137,0.039783002,0.612285262,0.380748169,0.293431357,0.236863589,0.119843451,0.610999962,0.388961293,0.59347193,0.22278057,0.080693105,220.039892,201.698,181.728836,28.26604,70.60332,230.429928,204.781,49.11222412,211,59.42959451
kkY2IfO1XwA,0,0.005832793,0.014257939,0.003240441,0.00712897,0.01036941,0.01036941,0.003888529,0.022034997,0.015554115,0.026571614,457.1483852,778.3314204,279.4327642,271.6590021,763.0647961,290.4716991,504.8025272,98.28281108,352.2070331,398.3942579,73.053246,110.6084,126.097968,81.485656,150.037284,136.355238,101.59883,50.85850108,220,78.79025854
rbC8_BxGbjM,0,0.002739726,0.01369863,0.002739726,0.016438356,0.005479452,0.009589041,0.008219178,0.017808219,0.024657534,0.028767123,1143.578767,1012.370381,728.2837436,849.3027729,720.9319536,580.1055853,946.2433307,112.2445064,370.9936633,275.477592,139.95928,120.880994,124.13407,54.892596,61.566948,149.185706,124.89526,67.23324687,225,42.1833175
RDT8_2B6_7Q,1,0.009111617,0.01594533,0.005694761,0.01594533,0.007972665,0.011389522,0.006833713,0.01594533,0.021640091,0.021640091,1892.41611,1942.63901,1704.919281,218.4944963,479.0408398,2100.354894,1891.369307,296.5755907,2632.417038,166.1856421,154.79668,154.604324,143.172358,35.124546,50.006008,164.5568,153.516618,52.85596614,180,43.42252604
i0bYZIT6xt8,1,0.011363636,0.014204545,0.002840909,0.03125,0.005681818,0.019886364,0.014204545,0.022727273,0.042613636,0.03125,1061.342873,924.5686745,776.1373479,998.3695623,1892.783388,995.5686372,808.0976855,161.2308969,463.7502267,537.9791701,109.141436,91.640904,84.293844,56.7225,72.891828,119.42962,104.22622,61.36227538,228,41.70587245
y2oML9BpQ5g,1,0.008005193,0.012115967,0.004327131,0.013630463,0.006707053,0.009086975,0.003894418,0.01882302,0.020986586,0.030073561,1600.403961,1657.450675,2031.801687,880.7347451,1652.955801,1628.88599,1577.100398,167.123991,836.6731727,391.2873832,108.431356,118.257428,133.254472,83.675632,86.2007,147.729452,117.970876,59.72882207,217,57.21156048
cU-nzmwWDko,1,0.008421053,0.014736842,0.013157895,0.023684211,0.005789474,0.015789474,0.007894737,0.016842105,0.033157895,0.026315789,1381.33263,1367.891579,1495.650622,497.3118913,731.6069118,1436.98588,1349.219588,340.3251766,2333.512655,248.8919814,105.377712,105.382056,105.924408,61.325152,36.469776,113.279084,104.736332,73.1654338,215,21.88163577
mLejDk1bRuM,0,0.001872659,0.020599251,0.002808989,0.010299625,0.011235955,0.005617978,0.007490637,0.012172285,0.012172285,0.028089888,99.84942791,144.0459678,50.71830771,246.3289021,495.5422485,192.3966883,19.60187135,78.88280851,736.108412,300.8962978,119.675236,103.578476,94.23304,60.621196,111.867912,132.224068,107.176888,72.44016611,248,66.50599386
HHpljMy9jFY,1,0.011015912,0.006119951,0.012239902,0.014687882,0.00122399,0.013463892,0,0.018359853,0.022031824,0.018359853,1453.07851,1631.109505,1893.807969,755.7259529,1075.445675,1795.353928,1554.265431,507.3874173,3844.086083,256.1248332,83.299488,79.935876,82.108744,57.653036,47.784752,93.052772,80.207712,69.19325224,212,22.39685111
SkT0uIUSdWs,1,0.008211144,0.009090909,0.007624633,0.012609971,0.004398827,0.007038123,0.003519062,0.015542522,0.017302053,0.025219941,3459.066353,3272.796745,3535.509861,907.3373783,2186.508954,3189.683954,3154.218051,213.00922,1792.987198,686.1659108,94.711256,134.69667,142.3322,77.332464,99.09513,156.638148,124.519782,54.31105107,183,52.66523951
nha3nYuieJM,1,0.005608525,0.008412787,0.00224341,0.007851935,0.00673023,0.006169377,0.00224341,0.012899607,0.01346046,0.025799215,958.7810519,920.901283,902.4210624,278.2249418,110.0997086,899.1292993,928.0812805,200.2141824,822.4625764,63.82970533,193.94852,190.697976,189.335908,29.27018,8.169748,194.385784,191.559804,41.97681492,158,11.38072429
iZd9Xn39kNk,1,0.010971787,0.015673981,0.008881923,0.016196447,0.009926855,0.012539185,0.007314525,0.024555904,0.024555904,0.038662487,3230.414414,3082.291447,3247.301057,1249.050224,2794.754803,2863.29149,2973.299334,357.6775116,2495.148974,549.713661,118.817548,108.50046,107.873984,75.6613,68.258456,129.060648,110.287092,60.0499649,209,37.35230449
