videoid,conspiracy,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive,var_r,var_g,var_b,var_h,var_s,var_v,var_bright,var_bright_sd,var_contrast,var_colorful,median_r,median_g,median_b,median_h,median_s,median_v,median_bright,median_bright_sd,median_contrast,median_colorful
A9Luspg0r0I,0,0.033472803,0.029288703,0.012552301,0.041841004,0.016736402,0.029288703,0.025104603,0.046025105,0.054393305,0.050209205,674.7760321,814.4394336,992.2012146,258.7278523,557.7484271,647.0179587,763.9457487,605.1586467,1774.326931,48.03629512,92.185916,82.882396,79.173836,37.961908,86.876084,98.691312,85.341132,43.106313,151,30.39372835
XiVS9_E3fDQ,1,0.009400705,0.012925969,0.004700353,0.016451234,0.005875441,0.008225617,0.003525264,0.019976498,0.01880141,0.028202115,10.26535749,6.250233179,5.49696612,8.494269209,1.542209727,8.823648477,6.758106551,1.283910957,12.23446904,3.956104057,130.686958,122.799544,132.97544,117.980176,34.3787,138.155076,126.19916,53.65068839,207,23.35601953
nnRgahnjm50,1,0.00994575,0.018987342,0.004520796,0.015370705,0.015370705,0.007233273,0.008137432,0.024412297,0.023508137,0.032549729,4182.769073,4560.317243,4767.706018,706.397272,1422.834967,4169.550384,4409.60994,496.5096024,3504.090539,190.7412953,190.57246,192.74645,194.849924,53.421236,35.174572,201.359476,193.23956,54.59002734,208.5,34.79445483
S-1qC1-uKco,1,0.019762846,0.027667984,0.011857708,0.039525692,0.007905138,0.015810277,0.003952569,0.027667984,0.051383399,0.031620553,281.7045186,256.9339464,149.8343796,415.3761231,333.2972995,443.575394,230.9309203,37.64038035,279.3183311,765.4646305,124.221194,104.68906,79.877582,62.217354,111.524444,141.212284,108.141468,61.40619165,203,121.0428888
v2Ln_lSCy6I,1,0.008683068,0.01447178,0.007959479,0.016642547,0.012301013,0.008683068,0.008683068,0.022431259,0.027496382,0.028219971,2845.266668,2775.895797,2863.555526,1361.902196,2750.678288,3005.165244,2728.835522,859.1757871,5104.164172,460.7698674,88.587628,80.678096,83.555896,58.498176,84.828848,113.12056,85.76606,51.24363728,195,32.00342241
2aIR_aczAoM,1,0.005218904,0.008408234,0.002899391,0.007248478,0.0066686,0.004639026,0.002319513,0.01304726,0.011887504,0.017976225,24.37179033,21.83545423,18.04695141,15.0840567,16.06132318,23.89688984,20.70854417,3.592901807,57.06993127,9.341366968,134.145984,105.956642,93.951648,35.270618,84.529008,135.494284,113.09472,59.59516811,199,38.59983093
n1QD_CQ1gJo,1,0.01038526,0.011725293,0.006365159,0.012730318,0.009380235,0.008375209,0.004690117,0.024120603,0.019765494,0.031490787,1958.342594,2313.804374,2369.662115,1250.331894,2485.356057,2115.152292,2128.855031,676.0631605,2272.983363,420.5549189,93.799052,85.119184,92.797002,62.728178,52.407714,107.633522,89.227366,62.19768231,213,28.97627088
vf0hbZ-XsAY,1,0.008543612,0.009735744,0.004967216,0.012120008,0.00596066,0.007947546,0.005165905,0.013510829,0.018080668,0.021060997,1197.711842,1196.363005,1108.295936,687.1902532,360.0550807,1037.893696,1178.741206,361.7396714,421.0774643,129.6285699,135.864838,133.903966,133.547642,56.017634,36.432374,140.873132,135.233542,85.50501459,230,20.09128706
ww2qHTAFHvs,1,0.013245033,0.014569536,0.00794702,0.01589404,0.009271523,0.006622517,0.00397351,0.02384106,0.017218543,0.026490066,10.86629537,2.73512886,3.503315138,10.04738444,5.745949007,5.679444736,3.558473682,0.551483973,75.01731297,2.106747897,167.495124,161.743234,162.773828,71.454768,34.74911,173.450902,163.572788,66.25209756,224,22.73276272
L_ibB6btiSk,1,0.006447942,0.009671914,0.004361843,0.011758013,0.006827233,0.008534041,0.004172198,0.013844112,0.0183956,0.021050635,28.38595471,25.19812388,31.85493643,9.143916857,45.19367892,27.80479872,24.64463477,3.379687636,9.223507195,7.800729751,162.0043,125.630454,94.083066,22.19605,127.953584,162.667702,132.861474,67.464067,228,59.97608068
swedeHeOTa4,1,0.004873131,0.007897832,0.002856663,0.006217442,0.005209209,0.004705092,0.002856663,0.010754495,0.011426651,0.0198286,1651.82871,1803.744182,2123.363475,1151.948932,946.4725791,1512.488078,1770.46399,359.5559306,2407.434552,142.0040157,209.219354,209.47582,211.721604,26.29706,12.196228,213.582712,210.442698,47.48200694,182,21.22105221
GPSBVjM83jk,1,0.00516055,0.017201835,0.003440367,0.012041284,0.009747706,0.006307339,0.00516055,0.017775229,0.014334862,0.02293578,62.65225779,44.04517508,19.15677061,53.49458931,53.70957867,43.16697436,44.07002207,4.272505936,39.54237309,5.919744585,85.5679,88.241958,90.712432,82.493532,88.535512,102.791448,87.75923,60.26643976,216,33.47901193
Yx3UMyBkx70,1,0.006195787,0.014869888,0.001239157,0.012391574,0.012391574,0.007434944,0.012391574,0.014869888,0.016109046,0.029739777,16.7038185,15.68260149,15.86637926,4.359101184,1.913593703,15.81587418,15.72146223,1.374389807,21.75587373,0.32080149,155.831308,145.352672,139.463948,47.31492,41.748372,159.391392,147.91736,46.32141623,178,28.82026435
7aIPsotB6xI,1,0.011175265,0.012292792,0.007263923,0.013969082,0.008753958,0.009126467,0.005587633,0.013782827,0.021419259,0.022350531,58.04699031,107.0095335,90.38001319,29.91429013,127.6335341,62.57535691,79.57165918,27.16350345,292.1187858,37.15279396,57.996228,85.184944,96.152608,81.245752,132.030784,108.754288,77.995176,63.94323059,222,95.55874743
Abm5nn8chKw,0,0.007874016,0.005905512,0.005905512,0.010826772,0.002952756,0.00738189,0.00246063,0.011318898,0.014271654,0.019685039,931.6787252,651.0278057,498.7646532,1840.908355,375.6047612,853.6811253,700.8996424,222.6202704,2519.953246,64.33389504,88.782844,66.102628,60.43074,55.109944,77.37096,89.290692,72.22204,41.93470633,172,31.27458675
b-nYEOp7BRA,0,0.007042254,0.015258216,0.005868545,0.017605634,0.005868545,0.009389671,0.004107981,0.017605634,0.023474178,0.028755869,992.5425269,520.8799193,474.5805892,793.674465,615.461022,388.8407255,558.4502652,602.8881556,4485.340932,273.4145664,207.019592,224.324904,221.918636,44.761472,33.724304,229.456104,218.2607,41.93326211,166,39.21555559
xUChdrL6Cd8,0,0.010714286,0.003571429,0.003571429,0.017857143,0.003571429,0.017857143,0,0.017857143,0.032142857,0.032142857,859.0781295,743.6508524,783.93969,429.2428411,349.0391386,878.7591474,775.7853133,223.7505185,1909.847661,76.61746088,89.789556,66.839164,63.450644,67.538904,74.00348,91.811748,73.611796,39.95762236,136,34.99619225
CF3M2_vlovs,1,0.009957326,0.009246088,0.004978663,0.012091038,0.003556188,0.007112376,0.004978663,0.013513514,0.017780939,0.023470839,33.35238084,75.87604779,40.22304309,238.2719885,406.3431239,32.71234179,45.19006496,18.83911307,168.3823652,39.90239688,78.48434,69.635148,60.05638,46.033852,68.628452,80.481024,71.17662,58.57293822,208,35.72984627
geTUrl4sA-s,1,0.009411765,0.028235294,0.014117647,0.021176471,0.011764706,0.016470588,0.009411765,0.025882353,0.030588235,0.042352941,5109.121952,3833.171436,3354.524564,1688.739635,1599.382725,4677.780931,4105.266076,1147.930753,4879.189892,320.9650836,115.943434,111.580476,116.110596,29.060168,43.818052,117.374786,113.448266,55.93906286,170.5,25.56077106
6NqL_F14S8E,1,0.009896536,0.015294647,0.005847953,0.015294647,0.009446694,0.011246064,0.006747638,0.019793072,0.021592443,0.032838507,935.8936659,903.0813279,1229.668883,1561.790457,2133.842942,822.4557851,870.0549403,932.739531,1812.541904,539.842133,113.742678,113.140838,128.396586,58.255052,62.800196,136.54738,113.37965,84.83405479,239,42.64869915
EALuXH_Lw2U,1,0.007831535,0.009397842,0.004698921,0.012182388,0.009049774,0.008701706,0.004350853,0.013574661,0.017229377,0.0224504,1252.35922,1279.289674,1258.641772,669.3031053,1013.649781,1372.104199,1202.098226,238.4751901,2251.373969,283.3858867,97.748054,107.264246,101.476344,69.162558,79.441562,118.798694,103.568584,64.1711637,235,41.75443307
Jx4bjoRRX4w,1,0.003816794,0.017175573,0.003816794,0.007633588,0.017175573,0.003816794,0.005725191,0.019083969,0.013358779,0.032442748,6.181039214,4.90090463,5.633161944,4.349058903,1.92043695,5.953346406,5.162417708,2.092889467,11.47394045,1.749235121,140.3435,137.652612,132.70604,43.354908,26.069776,143.195572,137.902712,68.45828479,224,19.04106176
oKNcBMQCk4A,1,0.010016694,0.015025042,0.010016694,0.025041736,0.006677796,0.015025042,0.006677796,0.031719533,0.031719533,0.031719533,1129.944669,1187.108004,1077.969785,149.9914842,357.5864635,1076.086883,1137.203067,7.43570638,127.1070776,35.63753077,67.20029,56.5671,59.24107,80.352326,80.651224,73.894906,60.094874,50.0359709,185,40.30797235
NGRqrQ6_VII,1,0.005649718,0,0.005649718,0.011299435,0.005649718,0.005649718,0,0.011299435,0.028248588,0.016949153,2928.201266,3893.700434,3828.229364,1018.69935,1048.858185,3245.26095,3582.144032,120.4898993,1635.581629,88.56798908,72.69224,55.456432,60.021156,104.205088,109.309464,76.680444,61.134556,56.67222985,239,27.63432291
Pb18fWaDfT8,1,0,0.025,0,0.0125,0,0,0,0.0125,0,0.0125,109.946249,86.52045962,110.4811148,224.6213771,252.3958732,84.15099628,84.96698544,99.3568615,376.9647915,69.2644487,72.034952,59.150186,63.4974,98.76285,87.918482,76.717126,63.353662,70.14873812,201,22.75171191
fqdhNXjD2EE,1,0.006269592,0.015673981,0.012539185,0.031347962,0.006269592,0.012539185,0.003134796,0.034482759,0.040752351,0.040752351,1197.968945,1834.835552,1356.529512,900.5563243,1715.950758,1320.964269,1395.374116,184.4312394,1868.156064,287.8501186,163.977888,150.045948,141.98546,59.87236,53.903208,167.379784,153.405916,68.53069218,206,31.713261
aslcI2pieuo,1,0.010961214,0.013490725,0.005059022,0.019392917,0.005480607,0.010961214,0.008431703,0.020236088,0.024451939,0.030775717,0.000169891,5.69E-05,0.000138651,0.057622551,0.046654256,0.000143631,1.76E-05,6.58E-05,0.002076839,0.001211226,118.270876,47.568396,34.320828,60.711012,164.898088,118.67548,67.151756,53.39249318,188,117.6727393
sf6PLL4N_2U,1,0.006134969,0.016871166,0.006134969,0.014314928,0.010224949,0.009202454,0.006134969,0.018916155,0.020961145,0.033231084,3319.282257,3574.382481,3521.037946,770.3593681,1006.521059,3271.782351,3474.260127,627.0561305,2273.498545,342.518781,72.724132,71.713458,70.360018,38.761836,57.13496,72.741284,72.739914,70.06575934,245,36.34121805
V7p-s4mIKrs,1,0.006830601,0.030054645,0.004098361,0.015027322,0.020491803,0.005464481,0.009562842,0.024590164,0.010928962,0.045081967,2.025066933,2.021610136,2.975547045,6.315037167,2.744347448,1.466102638,1.870426956,0.273649501,9.484591293,0.689793461,139.94849,129.105942,121.520272,37.177342,63.162154,142.333912,131.498284,69.88117885,215,25.70816714
SVIxXcSC110,0,0.007843137,0.009803922,0.003921569,0.009803922,0.007843137,0.001960784,0.001960784,0.015686275,0.01372549,0.025490196,86.77977244,34.93498652,144.9777159,37.45973218,331.8141875,99.99482043,19.77072901,19.76577926,6.638993711,152.8491503,98.12002,109.851488,107.705892,64.558678,68.522512,121.284216,106.159012,70.32282289,223,50.06965598
b8ldVCqwIXA,1,0.015777611,0.022539444,0.008264463,0.021788129,0.011269722,0.012021037,0.009015778,0.024042074,0.024042074,0.038317055,102.6503788,91.32771913,82.5117329,24.20696323,158.5667126,106.7628381,92.6846298,96.23022641,257.0130515,53.72809298,21.984106,22.669744,24.31464,29.053316,36.810466,26.272436,22.638056,44.63266701,172,13.74454281
JZOF5XBaz5A,1,0.010509297,0.017784964,0.005658852,0.015359741,0.012934519,0.010509297,0.004850445,0.016976556,0.024252223,0.029102668,31.96804524,36.47065528,42.16124486,21.65263637,44.32203143,36.70067512,34.89541576,8.807032782,175.684338,3.296229171,97.626388,90.410356,82.69486,47.846216,70.941996,104.673452,91.636516,65.80937367,222,34.57406897
8B_sC64CERw,1,0.010158573,0.011149653,0.005450942,0.012636274,0.007433102,0.004459861,0.003716551,0.018334985,0.017343905,0.027006938,4019.777797,3326.202431,3024.380266,719.2644455,1168.748275,3315.381837,3461.354727,471.7579673,1460.394181,565.5563916,174.166104,156.65732,160.812796,56.07078,51.776204,181.652916,163.41166,85.62321748,254,35.75498159
aE3TLRbutGY,1,0.015151515,0.022222222,0.006060606,0.019191919,0.013131313,0.007070707,0.009090909,0.027272727,0.02020202,0.044444444,2.335800927,1.889377551,1.954285949,0.351678502,0.175415252,2.616313896,2.011442125,4.755234744,56.50979448,0.206018901,57.581534,47.590414,51.593266,93.412948,139.090304,69.056478,51.014072,55.86762714,215,51.38768003
sUeCURZSi_o,1,0.003369525,0.005990266,0.002995133,0.007487832,0.002995133,0.004492699,0.003369525,0.005615874,0.011231748,0.011231748,7.931451573,10.36398774,3.264360874,23.48615473,155.3374487,3.70156598,8.146326899,41.79333922,424.1367927,2.016226575,5.829844,5.871108,27.355292,120.371,214.025984,27.372152,8.227972,5.417678825,22,10.72425381
jYDX2ZD8Vms,1,0.005586592,0.022346369,0.011173184,0.039106145,0.005586592,0.022346369,0.011173184,0.033519553,0.033519553,0.027932961,275.9960185,426.1403716,930.2816938,302.7963241,681.1962801,692.0640675,383.7742319,46.2511486,126.84375,290.3404855,99.909822,105.427314,122.872438,80.116888,75.094286,130.870728,109.162592,63.62071408,221,50.42691331
PKtmuZxnt9c,1,0.007932011,0.0101983,0.005382436,0.012181303,0.00509915,0.00878187,0.00509915,0.01388102,0.018413598,0.016997167,82.48881198,83.07614001,88.90389867,49.60135846,168.9481071,119.7220426,81.44682769,42.7704688,345.0331441,34.42432588,73.024756,77.762732,80.07508,57.905572,111.150312,92.007104,76.624688,79.59038329,244,41.84097388
0lYGdmpD6ag,1,0.009831461,0.016853933,0.002808989,0.025280899,0.008426966,0.015449438,0.005617978,0.021067416,0.028089888,0.036516854,1041.924085,837.0914619,725.0096961,100.3846516,207.2497707,1054.145575,881.5367604,49.98124272,277.8984457,81.52013108,16.921712,17.114032,16.920744,5.953264,25.015128,17.114588,17.019312,45.9244664,179,0.724824138
fyyw_alZ_yk,1,0.005546493,0.010766721,0.007504078,0.01141925,0.005546493,0.008156607,0.005220228,0.0137031,0.016639478,0.019902121,2320.761989,2566.944854,2966.152399,1215.444986,1147.076332,2353.016065,2476.470471,211.0753542,1394.292428,450.5096794,114.258464,111.010366,143.822526,76.148462,60.244896,152.028488,114.506222,58.65256271,208,24.55363398
7I2oShsNPMw,0,0.008994709,0.016402116,0.007936508,0.017460317,0.012698413,0.012169312,0.011640212,0.015873016,0.023280423,0.026455026,171.8854748,109.0288008,131.4685238,111.5469494,156.2923355,203.9704326,128.3882658,47.4640187,579.2648916,26.15640712,121.9642,104.405756,109.378832,85.314176,78.917052,129.367092,110.228016,65.22724122,230,38.14963947
4CBDpcM_F3Y,0,0.00536193,0.008042895,0.013404826,0.021447721,0.00536193,0.010723861,0.002680965,0.013404826,0.026809651,0.018766756,0.003312922,0.001334825,0.004845592,0.017720945,0.024035726,0.002823725,8.77E-05,0.000111986,0.031973987,0.002210288,166.14,148.010656,128.211572,29.393768,77.692576,168.289528,151.193284,79.45271734,223,37.81234723
